-1.1105685	-0.00015996027	0.14866634	0.2788226	2.265917	0.061624028	0.4628113	-0.08148032	-0.51079094	0.20227113	-0.11380462	0.014204969	-0.011526831	0.12419807	-0.06452032	0.05148003
-0.32942578	0.10302556	0.05498617	0.74058187	0.952351	0.5769727	1.0553557	0.15062857	-0.34976292	-0.65475386	0.094204	-0.34254938	0.09433117	-0.23908745	0.15089492	0.22634228
-0.05583615	0.3080444	-0.43897486	0.064508684	-0.03086071	0.055582054	-0.0065032565	0.124762364	-0.35451204	0.092934385	-0.045272324	0.28102946	-0.4500984	0.42128715	0.030162828	-0.24126099
-0.27193335	-0.0006483483	0.075261265	-0.20907465	0.4497532	0.0040200055	-0.07320989	-0.25661963	-0.17573357	0.116473906	0.11449417	-0.12220689	-0.122652896	-0.028208455	0.0902991	-0.19962318
-0.7342791	0.23245454	-0.12545778	-0.7931968	0.29991472	-0.07213637	-0.41818032	-0.8833072	-0.63993585	0.103564	0.5918106	-0.14810355	-0.5352006	-0.03410859	0.7592794	-0.7949576
0.32461762	1.0375816	-1.3995419	-0.45388877	-0.34891552	-1.2727656	-1.0607785	0.7443851	-0.33789387	1.3180393	-1.2428929	1.3575811	-0.9839745	1.0612643	-0.3616802	-0.47887236
-0.014258887	-0.14084071	0.155035	0.1647601	0.1216311	0.07516006	0.1413844	0.14443278	0.19296348	-0.058234803	-0.06660417	-0.09075302	0.20118432	-0.07598822	-0.1199504	0.13945678
-0.06254908	0.0052394974	0.042991288	-0.8843461	0.04150548	-0.93756276	-1.1073507	-0.26425862	0.3258175	1.0351512	-0.2046284	0.29920614	0.027598944	-0.01971929	-0.12991698	-0.26181886
0.077524684	0.17096637	-0.20587479	-0.07744158	0.072895326	-0.40198874	-0.2592333	0.1982851	0.14981826	0.44264808	-0.3455821	0.3791329	-0.049815428	0.22094089	-0.22173545	0.07977225
0.8071786	-0.20182113	0.021438798	1.1740828	-0.042785067	0.06640972	0.5423798	1.3205127	0.5657078	0.0941666	-0.90735	0.507036	0.37339598	0.3326989	-1.1840708	0.9498204
0.2470969	0.07164338	-0.12758243	0.56062686	0.06380498	-0.02809131	0.330615	0.7023408	0.12999535	-0.011196883	-0.53443754	0.25874472	0.09563647	0.26416692	-0.49514222	0.3351042
-0.21704003	-0.06848422	0.17939468	-0.13035941	0.3322293	-0.10675473	0.016008578	-0.19371042	0.16291295	-0.007436958	0.014992008	-0.2282407	0.29558992	-0.301079	0.08773095	0.119525865
-0.7195519	0.033517294	0.13783161	-1.2526703	0.32048318	-0.35056743	-0.8514613	-1.0925034	-0.43129918	0.5018547	0.4222151	-0.10545717	-0.4112122	-0.096037135	0.61979455	-0.8868024
-0.36295897	0.008880339	0.10215452	0.1630935	0.30982918	0.39482272	0.51858616	-0.22384425	-0.46959126	-0.43133056	0.29996216	-0.33185148	-0.14452244	-0.02244674	0.2250265	-0.0879928
-0.74227136	-0.28876844	0.48441944	-0.049310584	0.53682244	0.8071479	0.67043877	-0.93405336	-0.6358325	-0.9533142	0.8720078	-0.9212793	-0.025737025	-0.6418088	0.8486443	-0.38316995
-0.6728581	-0.04063568	0.21581078	-0.30352196	0.49927703	0.30481353	0.108396895	-0.7461981	-0.49544653	-0.27365917	0.5832971	-0.4577489	-0.09650202	-0.29494148	0.6434063	-0.38111863
0.02928046	1.4169935	-1.7111628	-0.4777151	-0.41479704	-1.1065563	-1.0790988	0.6143117	-1.043158	1.342021	-1.0613948	1.6525372	-1.6674867	1.4679663	-0.17039901	-0.9016649
-0.388579	-0.07819645	0.19656624	0.03220049	0.3266788	0.39138806	0.35152677	-0.33379936	-0.46483967	-0.3302677	0.40230855	-0.35244325	-0.20412003	-0.023396675	0.3166415	-0.2533752
-0.24054906	0.15636152	-0.10789535	-0.06658384	0.11193716	0.15664567	0.14499123	-0.19664612	-0.4046462	-0.10737144	0.11433448	-0.02423089	-0.21264091	0.03568917	0.24626389	-0.18803884
-0.15017146	0.17439951	-0.0410085	-0.17721632	0.13182484	-0.082832	-0.0680942	-0.14084838	-0.14793025	0.006117301	0.07704326	0.031452905	-0.18943433	0.057426784	0.12019911	-0.18301861
-0.4073375	0.23125787	-0.16356702	-0.28686386	0.14947534	-0.011643176	-0.13214396	-0.34926626	-0.5377869	0.15668814	0.13141927	-0.0022786953	-0.47093213	0.12086852	0.27919838	-0.47322515
